Removed Pin From Net: NetName=RX2 Pin=J6-1
Removed Pin From Net: NetName=TX2 Pin=J6-2
Removed Pin From Net: NetName=RX4 Pin=J6-4
Removed Pin From Net: NetName=TX4 Pin=J6-5
Removed Pin From Net: NetName=RX3 Pin=J8-1
Removed Pin From Net: NetName=TX3 Pin=J8-2
Removed Pin From Net: NetName=RX6 Pin=J8-4
Removed Pin From Net: NetName=TX6 Pin=J8-5
Removed Pin From Net: NetName=Y_RX1 Pin=J9-1
Removed Pin From Net: NetName=Y_TX1 Pin=J9-2
Removed Pin From Net: NetName=Y_RX2 Pin=J9-4
Removed Pin From Net: NetName=Y_TX2 Pin=J9-5
Removed Pin From Net: NetName=3v3 Pin=U1-11
Removed Pin From Net: NetName=M_SDA Pin=U1-67
Removed Pin From Net: NetName=GND Pin=U2-15
Removed Member From Class: ClassName=LAN Member=C6
Removed Member From Class: ClassName=LAN Member=C9
Removed Member From Class: ClassName=LAN Member=C19
Removed Member From Class: ClassName=main Member=C19
Removed Member From Class: ClassName=commucation Member=C26
Removed Member From Class: ClassName=commucation Member=C36
Removed Member From Class: ClassName=commucation Member=C37
Removed Member From Class: ClassName=commucation Member=C42
Removed Member From Class: ClassName=memory Member=C42
Removed Member From Class: ClassName=LAN Member=J5
Removed Member From Class: ClassName=memory Member=J5
Removed Member From Class: ClassName=main Member=J8
Removed Member From Class: ClassName=main Member=J9
Removed Member From Class: ClassName=commucation Member=U1
Change Component Footprint: Designator=U2 Old Footprint=SOIC127P1030X265-16N New Footprint=SOIC127P600X175-16N
Change Component Footprint: Designator=U5 Old Footprint=SOIC127P1030X265-16N New Footprint=SOIC127P600X175-16N
Change Component Footprint: Designator=U6 Old Footprint=SOIC127P1030X265-16N New Footprint=SOIC127P600X175-16N
Change Component Comment : Designator=U2 Old Comment=MAX3232CDWG4 New Comment=MAX3232ESE
Change Component Comment : Designator=U5 Old Comment=MAX3232CDWG4 New Comment=MAX3232ESE
Change Component Comment : Designator=U6 Old Comment=MAX3232CDWG4 New Comment=MAX3232ESE
Change Component Designator: OldDesignator=C5 NewDesignator=C15
Change Component Designator: OldDesignator=C43 NewDesignator=C53
Change Component Designator: OldDesignator=C44 NewDesignator=C54
Change Component Designator: OldDesignator=D1 NewDesignator=D5
Change Component Designator: OldDesignator=D2 NewDesignator=D6
Change Component Designator: OldDesignator=D3 NewDesignator=D8
Change Component Designator: OldDesignator=D4 NewDesignator=D9
Change Component Designator: OldDesignator=D5 NewDesignator=D15
Change Component Designator: OldDesignator=D6 NewDesignator=D16
Change Component Designator: OldDesignator=D7 NewDesignator=D19
Change Component Designator: OldDesignator=D8 NewDesignator=D21
Change Component Designator: OldDesignator=D9 NewDesignator=D22
Change Component Designator: OldDesignator=D10 NewDesignator=D25
Change Component Designator: OldDesignator=D11 NewDesignator=D27
Change Component Designator: OldDesignator=D12 NewDesignator=D28
Change Component Designator: OldDesignator=D13 NewDesignator=D30
Change Component Designator: OldDesignator=D14 NewDesignator=D31
Change Component Designator: OldDesignator=D15 NewDesignator=D33
Change Component Designator: OldDesignator=D16 NewDesignator=D34
Change Component Designator: OldDesignator=D17 NewDesignator=D36
Change Component Designator: OldDesignator=D18 NewDesignator=D37
Change Component Designator: OldDesignator=D19 NewDesignator=D39
Change Component Designator: OldDesignator=J6 NewDesignator=J7
Change Component Designator: OldDesignator=J7 NewDesignator=J8
Change Component Designator: OldDesignator=J8 NewDesignator=J9
Change Component Designator: OldDesignator=J9 NewDesignator=J10
Change Component Designator: OldDesignator=J10 NewDesignator=J11
Change Component Designator: OldDesignator=J11 NewDesignator=J12
Change Component Designator: OldDesignator=J12 NewDesignator=J14
Change Component Designator: OldDesignator=J13 NewDesignator=J16
Change Component Designator: OldDesignator=R1 NewDesignator=R4
Change Component Designator: OldDesignator=R2 NewDesignator=R6
Change Component Designator: OldDesignator=R3 NewDesignator=R8
Change Component Designator: OldDesignator=R4 NewDesignator=R10
Change Component Designator: OldDesignator=R5 NewDesignator=R11
Change Component Designator: OldDesignator=R6 NewDesignator=R13
Change Component Designator: OldDesignator=R7 NewDesignator=R15
Change Component Designator: OldDesignator=R8 NewDesignator=R20
Change Component Designator: OldDesignator=R9 NewDesignator=R21
Change Component Designator: OldDesignator=R10 NewDesignator=R22
Change Component Designator: OldDesignator=R11 NewDesignator=R23
Change Component Designator: OldDesignator=R12 NewDesignator=R24
Change Component Designator: OldDesignator=R13 NewDesignator=R25
Change Component Designator: OldDesignator=R14 NewDesignator=R26
Change Component Designator: OldDesignator=R15 NewDesignator=R27
Change Component Designator: OldDesignator=R16 NewDesignator=R28
Change Component Designator: OldDesignator=R17 NewDesignator=R29
Change Component Designator: OldDesignator=R18 NewDesignator=R30
Change Component Designator: OldDesignator=R19 NewDesignator=R34
Change Component Designator: OldDesignator=R20 NewDesignator=R35
Change Component Designator: OldDesignator=R21 NewDesignator=R36
Change Component Designator: OldDesignator=R22 NewDesignator=R38
Change Component Designator: OldDesignator=R23 NewDesignator=R42
Change Component Designator: OldDesignator=R24 NewDesignator=R43
Change Component Designator: OldDesignator=R25 NewDesignator=R44
Change Component Designator: OldDesignator=R26 NewDesignator=R46
Change Component Designator: OldDesignator=R27 NewDesignator=R50
Change Component Designator: OldDesignator=R28 NewDesignator=R51
Change Component Designator: OldDesignator=R29 NewDesignator=R53
Change Component Designator: OldDesignator=R30 NewDesignator=R54
Change Component Designator: OldDesignator=R31 NewDesignator=R55
Change Component Designator: OldDesignator=R32 NewDesignator=R56
Change Component Designator: OldDesignator=R33 NewDesignator=R58
Change Component Designator: OldDesignator=R34 NewDesignator=R60
Change Component Designator: OldDesignator=R35 NewDesignator=R62
Change Component Designator: OldDesignator=R36 NewDesignator=R63
Change Component Designator: OldDesignator=R37 NewDesignator=R65
Change Component Designator: OldDesignator=R38 NewDesignator=R66
Change Component Designator: OldDesignator=U8 NewDesignator=U9
Change Component Designator: OldDesignator=U9 NewDesignator=U8
Change Component Designator: OldDesignator=U10 NewDesignator=U11
Change component parameters: Designator = "U2" ("U2"); Footprint = "SOIC127P1030X265-16N"; UniqueID = "\EJGASBJV" ("\EJGASBJV")
Change component parameters (AddParameter): Name = "Check_prices"; Value = "https://www.snapeda.com/parts/MAX3232ESE+T/Analog+Devices/view-part/?ref=eda"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = "Analog Devices"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "MAX3232ESE+T"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "SOIC-16 Maxim Integrated"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SnapEDA_Link"; Value = "https://www.snapeda.com/parts/MAX3232ESE+T/Analog+Devices/view-part/?ref=snap"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "U5" ("U5"); Footprint = "SOIC127P1030X265-16N"; UniqueID = "\ZXCXRCLG" ("\ZXCXRCLG")
Change component parameters (AddParameter): Name = "Check_prices"; Value = "https://www.snapeda.com/parts/MAX3232ESE+T/Analog+Devices/view-part/?ref=eda"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = "Analog Devices"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "MAX3232ESE+T"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "SOIC-16 Maxim Integrated"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SnapEDA_Link"; Value = "https://www.snapeda.com/parts/MAX3232ESE+T/Analog+Devices/view-part/?ref=snap"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "U6" ("U6"); Footprint = "SOIC127P1030X265-16N"; UniqueID = "\JEWGMBRR" ("\JEWGMBRR")
Change component parameters (AddParameter): Name = "Check_prices"; Value = "https://www.snapeda.com/parts/MAX3232ESE+T/Analog+Devices/view-part/?ref=eda"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = "Analog Devices"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "MAX3232ESE+T"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "SOIC-16 Maxim Integrated"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SnapEDA_Link"; Value = "https://www.snapeda.com/parts/MAX3232ESE+T/Analog+Devices/view-part/?ref=snap"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=C5(CAP 0805_2012)
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1url"; Value = "http://datasheets.avx.com/X7RDielectric.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2url"; Value = "http://digikey.com/product-detail/en/avx-corporation/0805ZC105KAT4A/478-7604-1-ND/7536237"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "lastupdated"; Value = "02-09-2020 1.04.40 AM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "manufacturer"; Value = "AVX Corporation"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "0805ZC105KAT4A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "partid"; Value = "3500"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "price"; Value = "0.17"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "series"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "478-7604-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.037" (0.94mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "value"; Value = "1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "10V"; VariantName = "[No Variations]"
Added Component: Designator=C6(CAP 0805_2012)
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1url"; Value = "http://datasheets.avx.com/X7RDielectric.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2url"; Value = "http://digikey.com/product-detail/en/avx-corporation/0805ZC105KAT4A/478-7604-1-ND/7536237"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "lastupdated"; Value = "02-09-2020 1.04.40 AM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "manufacturer"; Value = "AVX Corporation"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "0805ZC105KAT4A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "partid"; Value = "3500"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "price"; Value = "0.17"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "series"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "478-7604-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.037" (0.94mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "value"; Value = "1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "10V"; VariantName = "[No Variations]"
Added Component: Designator=C7(CAP 0805_2012)
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1url"; Value = "http://datasheets.avx.com/X7RDielectric.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2url"; Value = "http://digikey.com/product-detail/en/avx-corporation/0805ZC105KAT4A/478-7604-1-ND/7536237"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "lastupdated"; Value = "02-09-2020 1.04.40 AM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "manufacturer"; Value = "AVX Corporation"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "0805ZC105KAT4A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "partid"; Value = "3500"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "price"; Value = "0.17"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "series"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "478-7604-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.037" (0.94mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "value"; Value = "1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "10V"; VariantName = "[No Variations]"
Added Component: Designator=C8(CAP 0805_2012)
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1url"; Value = "http://datasheets.avx.com/X7RDielectric.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2url"; Value = "http://digikey.com/product-detail/en/avx-corporation/0805ZC105KAT4A/478-7604-1-ND/7536237"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "lastupdated"; Value = "02-09-2020 1.04.40 AM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "manufacturer"; Value = "AVX Corporation"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "0805ZC105KAT4A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "partid"; Value = "3500"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "price"; Value = "0.17"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "series"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "478-7604-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.037" (0.94mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "value"; Value = "1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "10V"; VariantName = "[No Variations]"
Added Component: Designator=C9(CAP 0805_2012)
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1url"; Value = "http://datasheets.avx.com/X7RDielectric.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2url"; Value = "http://digikey.com/product-detail/en/avx-corporation/0805ZC105KAT4A/478-7604-1-ND/7536237"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "lastupdated"; Value = "02-09-2020 1.04.40 AM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "manufacturer"; Value = "AVX Corporation"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "0805ZC105KAT4A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "partid"; Value = "3500"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "price"; Value = "0.17"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "series"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "478-7604-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.037" (0.94mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "value"; Value = "1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "10V"; VariantName = "[No Variations]"
Added Component: Designator=C10(CAP 0805_2012)
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1url"; Value = "http://datasheets.avx.com/X7RDielectric.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2url"; Value = "http://digikey.com/product-detail/en/avx-corporation/0805ZC105KAT4A/478-7604-1-ND/7536237"; VariantName = "[No Variations]"
